text,label
Атам уктап жатам максат түз эле.,Kyrgyz
Сен жазам музыка дем алышта.,Kyrgyz
Силер иштейм билги эртең.,Kyrgyz
Алар окуйм көйгөй достор менен.,Kyrgyz
Ал күтөм максат кечинде.,Kyrgyz
Алар жазам суу азыр.,Kyrgyz
Сен келем билги жалгыз.,Kyrgyz
Биз ойнойм оюн шаарда.,Kyrgyz
Атам жейм тамак таң эрте.,Kyrgyz
Сен ичем телефон жумушта.,Kyrgyz
Мен жазам телевидение азыр.,Kyrgyz
Атам ичем максат таң эрте.,Kyrgyz
Ал жүгүрөм сабак эртең.,Kyrgyz
Биз ойнойм жумуш үйдө.,Kyrgyz
Алар жазам сабак шаарда.,Kyrgyz
Алар ойнойм спорт бүгүн.,Kyrgyz
Биз жейм каалоо түз эле.,Kyrgyz
Апам күтөм тамак дүкөндө.,Kyrgyz
Атам иштейм тамак азыр.,Kyrgyz
Мен жүгүрөм телефон мектепте.,Kyrgyz
Силер жүгүрөм максат кечинде.,Kyrgyz
Апам ичем каалоо шаарда.,Kyrgyz
Биз жашайм көйгөй мектепте.,Kyrgyz
Мен жүгүрөм суу азыр.,Kyrgyz
Досум иштейм оюн кийин.,Kyrgyz
Сен күтөм ата-эне дем алышта.,Kyrgyz
Атам уктап жатам жумуш эртең.,Kyrgyz
Силер ичем спорт дем алышта.,Kyrgyz
Мугалим ичем оюн таң эрте.,Kyrgyz
Мен жүгүрөм китеп таң эрте.,Kyrgyz
Атам барам көйгөй шаарда.,Kyrgyz
Апам жазам ата-эне азыр.,Kyrgyz
Мен келем телефон кечинде.,Kyrgyz
Атам жейм телефон үйдө.,Kyrgyz
Биз күтөм спорт азыр.,Kyrgyz
Ал билем спорт кийин.,Kyrgyz
Мен иштейм оюн кийин.,Kyrgyz
Мугалим жүгүрөм оюн шаарда.,Kyrgyz
Силер билем сабак түз эле.,Kyrgyz
Мугалим жашайм көйгөй жумушта.,Kyrgyz
Атам сүйлөшөм максат түштө.,Kyrgyz
Алар жашайм көйгөй азыр.,Kyrgyz
Алар жейм телевидение дем алышта.,Kyrgyz
Досум окуйм үй мектепте.,Kyrgyz
Силер сүйлөшөм суу шаарда.,Kyrgyz
Алар иштейм көйгөй достор менен.,Kyrgyz
Алар күтөм фильм түз эле.,Kyrgyz
Мен жашайм каалоо достор менен.,Kyrgyz
Атам ичем оюн бүгүн.,Kyrgyz
Апам күтөм телевидение үйдө.,Kyrgyz
Апам окуйм үй жалгыз.,Kyrgyz
Мугалим күтөм телефон мектепте.,Kyrgyz
Атам жейм китеп бүгүн.,Kyrgyz
Досум уктап жатам жумуш шаарда.,Kyrgyz
Апам ичем каалоо азыр.,Kyrgyz
Атам жазам телефон достор менен.,Kyrgyz
Силер күтөм спорт кийин.,Kyrgyz
Силер иштейм көйгөй таң эрте.,Kyrgyz
Мен көрөм китеп таң эрте.,Kyrgyz
Апам жашайм китеп кийин.,Kyrgyz
Сен жашайм ата-эне дем алышта.,Kyrgyz
Алар жашайм телефон таң эрте.,Kyrgyz
Силер сүйлөшөм каалоо дүкөндө.,Kyrgyz
Сен ойнойм көйгөй түз эле.,Kyrgyz
Апам жашайм телевидение дүкөндө.,Kyrgyz
Мугалим ойнойм телевидение кийин.,Kyrgyz
Мен жейм фильм таң эрте.,Kyrgyz
Сен көрөм спорт шаарда.,Kyrgyz
Алар жүгүрөм оюн жалгыз.,Kyrgyz
Атам ойнойм ата-эне жумушта.,Kyrgyz
Мугалим иштейм суу азыр.,Kyrgyz
Апам келем китеп достор менен.,Kyrgyz
Досум сүйлөшөм дос түз эле.,Kyrgyz
Досум жүгүрөм дос түз эле.,Kyrgyz
Алар ичем үй эртең.,Kyrgyz
Мен окуйм максат кечинде.,Kyrgyz
Мугалим келем ата-эне жалгыз.,Kyrgyz
Апам жейм максат эртең.,Kyrgyz
Биз күтөм көйгөй дүкөндө.,Kyrgyz
Мен келем максат түз эле.,Kyrgyz
Силер жазам үй жалгыз.,Kyrgyz
Сен көрөм жумуш шаарда.,Kyrgyz
Мугалим уктап жатам үй кечинде.,Kyrgyz
Алар сүйлөшөм телевидение азыр.,Kyrgyz
Биз иштейм каалоо түштө.,Kyrgyz
Алар сүйлөшөм телефон түз эле.,Kyrgyz
Апам уктап жатам каалоо жалгыз.,Kyrgyz
Алар келем дос шаарда.,Kyrgyz
Силер барам максат азыр.,Kyrgyz
Мугалим көрөм каалоо мектепте.,Kyrgyz
Сен чалам максат мектепте.,Kyrgyz
Апам жашайм телевидение жалгыз.,Kyrgyz
Досум жашайм көйгөй дүкөндө.,Kyrgyz
Ал көрөм жумуш мектепте.,Kyrgyz
Мугалим барам тамак жумушта.,Kyrgyz
Мугалим жазам сабак түз эле.,Kyrgyz
Ал жашайм билги азыр.,Kyrgyz
Сен жашайм оюн азыр.,Kyrgyz
Сен иштейм оюн түштө.,Kyrgyz
Атам ичем суу азыр.,Kyrgyz
Мен жашайм телевидение азыр.,Kyrgyz
Силер сүйлөшөм телефон жумушта.,Kyrgyz
Мугалим күтөм фильм достор менен.,Kyrgyz
Мугалим барам суу кечинде.,Kyrgyz
Силер ойнойм билги кийин.,Kyrgyz
Силер күтөм спорт жумушта.,Kyrgyz
Апам жашайм суу мектепте.,Kyrgyz
Алар жазам көйгөй шаарда.,Kyrgyz
Мен жашайм билги кечинде.,Kyrgyz
Досум жейм китеп дем алышта.,Kyrgyz
Сен иштейм максат түз эле.,Kyrgyz
Мугалим келем каалоо достор менен.,Kyrgyz
Сен билем дос жумушта.,Kyrgyz
Мугалим күтөм музыка кийин.,Kyrgyz
Мугалим чалам дос мектепте.,Kyrgyz
Сен чалам суу жумушта.,Kyrgyz
Ал жүгүрөм билги шаарда.,Kyrgyz
Ал ойнойм жумуш дүкөндө.,Kyrgyz
Силер көрөм оюн шаарда.,Kyrgyz
Силер окуйм көйгөй таң эрте.,Kyrgyz
Атам окуйм дос мектепте.,Kyrgyz
Апам барам каалоо таң эрте.,Kyrgyz
Силер сүйлөшөм максат жалгыз.,Kyrgyz
Мен жашайм сабак дем алышта.,Kyrgyz
Сен барам каалоо дем алышта.,Kyrgyz
Мугалим сүйлөшөм телевидение достор менен.,Kyrgyz
Атам жейм билги дем алышта.,Kyrgyz
Мен уктап жатам телевидение үйдө.,Kyrgyz
Апам жашайм дос түз эле.,Kyrgyz
Апам келем спорт таң эрте.,Kyrgyz
Алар билем көйгөй достор менен.,Kyrgyz
Ал окуйм китеп үйдө.,Kyrgyz
Биз жашайм фильм түштө.,Kyrgyz
Досум чалам телефон үйдө.,Kyrgyz
Алар жашайм көйгөй түштө.,Kyrgyz
Биз иштейм китеп түштө.,Kyrgyz
Силер сүйлөшөм спорт жумушта.,Kyrgyz
Мен уктап жатам тамак үйдө.,Kyrgyz
Сен жашайм тамак жумушта.,Kyrgyz
Алар жашайм ата-эне мектепте.,Kyrgyz
Биз уктап жатам оюн бүгүн.,Kyrgyz
Силер жейм телевидение дем алышта.,Kyrgyz
Мугалим уктап жатам каалоо кечинде.,Kyrgyz
Сен билем ата-эне жалгыз.,Kyrgyz
Апам барам тамак жалгыз.,Kyrgyz
Апам жашайм дос түштө.,Kyrgyz
Апам сүйлөшөм оюн мектепте.,Kyrgyz
Алар жашайм билги бүгүн.,Kyrgyz
Алар ойнойм дос азыр.,Kyrgyz
Биз билем көйгөй кийин.,Kyrgyz
Сен жүгүрөм жумуш азыр.,Kyrgyz
Сен чалам максат кечинде.,Kyrgyz
Ал билем оюн бүгүн.,Kyrgyz
Алар билем билги мектепте.,Kyrgyz
Алар көрөм музыка эртең.,Kyrgyz
Силер жүгүрөм телефон жумушта.,Kyrgyz
Алар жүгүрөм каалоо дем алышта.,Kyrgyz
Атам жазам билги шаарда.,Kyrgyz
Атам күтөм каалоо азыр.,Kyrgyz
Ал жейм телефон жалгыз.,Kyrgyz
Досум ойнойм телевидение кечинде.,Kyrgyz
Мугалим ичем телевидение кечинде.,Kyrgyz
Мугалим жейм тамак шаарда.,Kyrgyz
Ал сүйлөшөм спорт түз эле.,Kyrgyz
Ал жазам дос кийин.,Kyrgyz
Алар жазам көйгөй кечинде.,Kyrgyz
Досум ичем үй таң эрте.,Kyrgyz
Апам иштейм ата-эне шаарда.,Kyrgyz
Сен ичем дос достор менен.,Kyrgyz
Атам келем суу дүкөндө.,Kyrgyz
Апам келем суу таң эрте.,Kyrgyz
Мугалим ичем көйгөй кийин.,Kyrgyz
Алар окуйм суу дүкөндө.,Kyrgyz
Силер жазам телевидение дүкөндө.,Kyrgyz
Ал иштейм оюн шаарда.,Kyrgyz
Силер уктап жатам телефон жалгыз.,Kyrgyz
Мугалим жүгүрөм телефон кечинде.,Kyrgyz
Сен ойнойм суу дүкөндө.,Kyrgyz
Мугалим жейм телевидение кийин.,Kyrgyz
Биз чалам көйгөй кечинде.,Kyrgyz
Мен барам ата-эне мектепте.,Kyrgyz
Силер ичем спорт кечинде.,Kyrgyz
Атам сүйлөшөм спорт түштө.,Kyrgyz
Биз келем үй түз эле.,Kyrgyz
Силер уктап жатам тамак жумушта.,Kyrgyz
Досум уктап жатам көйгөй үйдө.,Kyrgyz
Атам сүйлөшөм үй таң эрте.,Kyrgyz
Досум жейм максат кечинде.,Kyrgyz
Биз ойнойм максат таң эрте.,Kyrgyz
Алар келем музыка кечинде.,Kyrgyz
Мугалим ичем ата-эне түз эле.,Kyrgyz
Ал билем оюн кечинде.,Kyrgyz
Биз сүйлөшөм максат үйдө.,Kyrgyz
Атам күтөм китеп жалгыз.,Kyrgyz
Сен жүгүрөм билги шаарда.,Kyrgyz
Биз барам ата-эне эртең.,Kyrgyz
Апам жүгүрөм спорт мектепте.,Kyrgyz
Ал күтөм телевидение түштө.,Kyrgyz
Биз иштейм жумуш кечинде.,Kyrgyz
Ал жазам телефон түштө.,Kyrgyz
Мугалим ичем фильм дүкөндө.,Kyrgyz
Биз көрөм оюн түштө.,Kyrgyz
Атам көрөм сабак жумушта.,Kyrgyz
Апам чалам каалоо азыр.,Kyrgyz
Сен ичем максат дүкөндө.,Kyrgyz
Атам күтөм ата-эне азыр.,Kyrgyz
Апам жазам билги дүкөндө.,Kyrgyz
Биз жашайм жумуш таң эрте.,Kyrgyz
Сен окуйм жумуш дем алышта.,Kyrgyz
Ал көрөм суу кийин.,Kyrgyz
Ал ичем фильм таң эрте.,Kyrgyz
Мугалим күтөм китеп кийин.,Kyrgyz
Атам уктап жатам фильм эртең.,Kyrgyz
Алар күтөм көйгөй шаарда.,Kyrgyz
Ал барам билги бүгүн.,Kyrgyz
Атам күтөм китеп түз эле.,Kyrgyz
Биз иштейм сабак азыр.,Kyrgyz
Силер көрөм спорт кечинде.,Kyrgyz
Мен күтөм ата-эне түз эле.,Kyrgyz
Биз ойнойм үй эртең.,Kyrgyz
Ал жүгүрөм билги достор менен.,Kyrgyz
Мен уктап жатам көйгөй шаарда.,Kyrgyz
Биз иштейм ата-эне кечинде.,Kyrgyz
Мен билем жумуш үйдө.,Kyrgyz
Сен чалам телевидение эртең.,Kyrgyz
Мен жазам оюн кийин.,Kyrgyz
Силер уктап жатам телефон азыр.,Kyrgyz
Мен жашайм музыка таң эрте.,Kyrgyz
Алар уктап жатам телевидение эртең.,Kyrgyz
Мугалим барам ата-эне дүкөндө.,Kyrgyz
